UniqueID,Probability1
6533,0.12011951332548033
6534,0.2151013726891048
6535,0.8369386027617602
6536,0.34486172542557786
6537,0.27769227271108016
6538,0.7293264746034491
6539,0.8196479338940518
6540,0.25147987260452753
6541,0.1795852823214985
6542,0.11684870601569064
6543,0.11684870601569064
6544,0.8164996101170897
6545,0.10883800839727198
6546,0.12634294467896404
6547,0.07937691564136101
6548,0.777297869772732
6549,0.7139551803023085
6550,0.3017655422375707
6551,0.2656342414675228
6552,0.22818647017254234
6553,0.19766174199500594
6554,0.13471914448981065
6555,0.7436885892492381
6556,0.1234804898218891
6557,0.09055877615081896
6558,0.43228021125545973
6559,0.11684870601569064
6560,0.6616219622914075
6561,0.27096443309028595
6562,0.1167497339183363
6563,0.09137889314022696
6564,0.15434186654884302
6565,0.09447417437710809
6566,0.1622427829643195
6567,0.2617257279332104
6568,0.7557920627089094
6569,0.5734739002065339
6570,0.11684870601569064
6571,0.21312110364641312
6572,0.2934586492504809
6573,0.6462096647030099
6574,0.7668879792140832
6575,0.14797424952168062
6576,0.5136017913677755
6577,0.07674993988315654
6578,0.11684870601569064
6579,0.162771072649865
6580,0.11684870601569064
6581,0.7052747207739484
6582,0.1357545422282791
6583,0.11684870601569064
6584,0.3511345228623572
6585,0.13416116336148448
6586,0.206815472047148
6587,0.3111959154319096
6588,0.07768284992429181
6589,0.058122960935292636
6590,0.3111959154319096
6591,0.8494433789910181
6592,0.1512064439273621
6593,0.11534941302546645
6594,0.15244314772568798
6595,0.11684870601569064
6596,0.11563148343388287
6597,0.11616746217155369
6598,0.11579222039276274
6599,0.049826241151185655
6600,0.5811086741324367
6601,0.3031729309579193
6602,0.058122960935292636
6603,0.07937691564136101
6604,0.14125165038890716
6605,0.29330926628606163
6606,0.5734739002065339
6607,0.10734638003785445
6608,0.7621221163985273
6609,0.7451112755555965
6610,0.07698114692011566
6611,0.16534403189868918
6612,0.3579589684407949
6613,0.11684870601569064
6614,0.16212784039585074
6615,0.07406461718852632
6616,0.24559219616913666
6617,0.18671533932996984
6618,0.14141992556169655
6619,0.24825668463811748
6620,0.10362911733668194
6621,0.1333551782430589
6622,0.17491267338235192
6623,0.12478595156999481
6624,0.25176197109911497
6625,0.22482788985346563
6626,0.07696712727331494
6627,0.12229400443644607
6628,0.09711258092247652
6629,0.12497543886081189
6630,0.07696712727331494
6631,0.14923978998300697
6632,0.3179929953444448
6633,0.5529762237377894
6634,0.0710012744193419
6635,0.29756840800963913
6636,0.36198865710992356
6637,0.36198865710992356
6638,0.336483244170522
6639,0.2527956912040339
6640,0.323399357218375
6641,0.371523631471824
6642,0.35799653215520155
6643,0.3685996534381206
6644,0.36198865710992356
6645,0.3261643828034369
6646,0.27769227271108016
6647,0.15627636863619698
6648,0.23522372524373875
6649,0.34503945826315285
6650,0.6852460381687402
6651,0.08871222780748862
6652,0.12754504736655237
6653,0.14125812047264594
6654,0.1264604130504558
6655,0.33834791776413914
6656,0.14084056951822646
6657,0.08077201788386283
6658,0.1828482634943038
6659,0.13400488275418493
6660,0.5429578978707861
6661,0.07768284992429181
6662,0.1167497339183363
6663,0.1167497339183363
6664,0.30996762868822336
6665,0.210496197278533
6666,0.11684870601569064
6667,0.19467507489742158
6668,0.10945410698190655
6669,0.13596542696779698
6670,0.8715027242090898
6671,0.8232495074169297
6672,0.1170568999959804
6673,0.2463178311871485
6674,0.19227497626027545
6675,0.10513997322519905
6676,0.12110107764871361
6677,0.11684870601569064
6678,0.13622761603651734
6679,0.12634294467896404
6680,0.5734739002065339
6681,0.15150161990468586
6682,0.1244276984227976
6683,0.20231104223110485
6684,0.46052616107786387
6685,0.11684870601569064
6686,0.11737690269347589
6687,0.1441063921726467
6688,0.6852460381687402
6689,0.04791663529745725
6690,0.11573944560136085
6691,0.23179153910897596
6692,0.3156326418855868
6693,0.058122960935292636
6694,0.7348298504959792
6695,0.19219592819727352
6696,0.07698114692011566
6697,0.6920822144358465
6698,0.10773242986130817
6699,0.13217047680982397
6700,0.07406461718852632
6701,0.38642664622194256
6702,0.11510681479735088
6703,0.12595025184020553
6704,0.26728980951573234
6705,0.19080126198272773
6706,0.07547758792425484
6707,0.319538087624706
6708,0.13181147896908346
6709,0.12491635333323259
6710,0.11684870601569064
6711,0.2119368721958453
6712,0.12268740714443452
6713,0.22834320854524137
6714,0.3260390992619818
6715,0.17458657129822985
6716,0.08121848084021722
6717,0.07779871116294296
6718,0.30115225280733765
6719,0.11742357213490733
6720,0.7439409430462574
6721,0.11684870601569064
6722,0.1052151522920822
6723,0.8484083312420747
6724,0.22876828823650097
6725,0.46937022511035054
6726,0.2551338066468322
6727,0.3111959154319096
6728,0.8133470893237473
6729,0.07768284992429181
6730,0.08871222780748862
6731,0.3176123779047596
6732,0.11684870601569064
6733,0.13316920055939319
6734,0.1299155566598194
6735,0.15908583261978596
6736,0.1486347290258191
6737,0.1382602816418269
6738,0.2363413550737024
6739,0.2418532433386209
6740,0.07768284992429181
6741,0.33746947160498714
6742,0.08871222780748862
6743,0.17253512405315746
6744,0.15977636990597516
6745,0.3151633140526987
6746,0.11684870601569064
6747,0.14530931566232078
6748,0.1827886091031749
6749,0.24066733993357664
6750,0.6888411275101451
6751,0.07698228506397216
6752,0.46635394717263556
6753,0.2684615224806509
6754,0.14346309876306276
6755,0.11684870601569064
6756,0.14932436411477706
6757,0.2714717289961189
6758,0.3073754335711174
6759,0.12597439312390066
6760,0.17699911286878262
6761,0.12967816639735893
6762,0.13169445004381455
6763,0.09094169600069327
6764,0.6818691715092775
6765,0.18272942656604096
6766,0.11684870601569064
6767,0.11684870601569064
6768,0.25440120646953
6769,0.18844616163670477
6770,0.3848828648419351
6771,0.05079558797375037
6772,0.15033662050534075
6773,0.11389445715184897
6774,0.11684870601569064
6775,0.5901723841743887
6776,0.13778049933267564
6777,0.058122960935292636
6778,0.13875415972516678
6779,0.18519921953276497
6780,0.8448435010559312
6781,0.3379644854105117
6782,0.18962931936127483
6783,0.1167497339183363
6784,0.07768284992429181
6785,0.162883253081832
6786,0.16032547430425098
6787,0.5734739002065339
6788,0.2463178311871485
6789,0.13217047680982397
6790,0.1532762193533537
6791,0.07406461718852632
6792,0.07698114692011566
6793,0.3111959154319096
6794,0.058122960935292636
