UniqueID,Probability1
6533,0.03143492274922398
6534,0.09028265713131126
6535,0.9085984362674586
6536,0.3228595401592361
6537,0.22198058507095253
6538,0.8851568606872001
6539,0.841198554261412
6540,0.10307058410495128
6541,0.03844268932687911
6542,0.013468097678196587
6543,0.013094996819617587
6544,0.8565750602801526
6545,0.011614781931184325
6546,0.032425656750994715
6547,0.008714489120305917
6548,0.8963211614528164
6549,0.7357199238504307
6550,0.16242431526220732
6551,0.159280962673522
6552,0.07051746497924298
6553,0.06320893692589091
6554,0.012657604838448338
6555,0.7895399936514649
6556,0.014495768900008641
6557,0.01482970455189832
6558,0.5098309752510781
6559,0.01893732774246196
6560,0.7646018151891999
6561,0.37049571828872585
6562,0.01588184882531598
6563,0.015495379654522159
6564,0.022433046581141213
6565,0.0067658851102065255
6566,0.08819359179871301
6567,0.12330178585339838
6568,0.80230071799649
6569,0.7009012975886437
6570,0.012391532460275252
6571,0.0892550063763419
6572,0.3932678969529789
6573,0.7624763834200556
6574,0.8589763337319201
6575,0.023132786322061376
6576,0.3895856748779766
6577,0.004974538389040286
6578,0.014144996819617587
6579,0.0772754860465621
6580,0.01270979791141029
6581,0.8443432965040372
6582,0.024820821542224078
6583,0.012698580668079041
6584,0.2711798908051962
6585,0.015293978422448833
6586,0.0994567281856523
6587,0.26741331287836323
6588,0.007564634201745111
6589,0.005437183812346213
6590,0.2389917482600341
6591,0.9449571400646573
6592,0.04700322944075875
6593,0.008265874783368888
6594,0.037309410045912775
6595,0.014456459241121844
6596,0.01132782634887105
6597,0.014474984221471341
6598,0.007906969768342731
6599,0.006667724546878381
6600,0.71501681501898
6601,0.223653558002965
6602,0.005569667042613825
6603,0.010694466897131986
6604,0.03149710149056422
6605,0.1487232511679309
6606,0.7057410193875
6607,0.008820255514576731
6608,0.8196594033056793
6609,0.8733430447590216
6610,0.004719261681040926
6611,0.02166897088993445
6612,0.261186030174376
6613,0.014456459241121844
6614,0.021611407068466343
6615,0.012806459241121842
6616,0.09774746308092461
6617,0.06293683631513998
6618,0.03790684906746404
6619,0.07782531471790625
6620,0.008377458670394774
6621,0.061922156949564724
6622,0.04694059678294251
6623,0.01467791291171243
6624,0.1405613578504054
6625,0.08431795168326146
6626,0.010060465538586564
6627,0.008776942166781274
6628,0.01736779157762408
6629,0.018543485485696207
6630,0.007989861737793971
6631,0.020734710458847998
6632,0.24526486700377476
6633,0.6331824888692558
6634,0.013301780576783499
6635,0.22595982274222415
6636,0.4312108539855073
6637,0.2956994322456089
6638,0.2539982839076904
6639,0.18474612578325544
6640,0.24646105013871558
6641,0.41250335302998686
